frame,J0_x,J0_y,J0_z,J1_x,J1_y,J1_z,J2_x,J2_y,J2_z,J3_x,J3_y,J3_z,J4_x,J4_y,J4_z,J5_x,J5_y,J5_z,J6_x,J6_y,J6_z,J7_x,J7_y,J7_z,J8_x,J8_y,J8_z,J9_x,J9_y,J9_z,J10_x,J10_y,J10_z,J11_x,J11_y,J11_z,J12_x,J12_y,J12_z,J13_x,J13_y,J13_z,J14_x,J14_y,J14_z,J15_x,J15_y,J15_z,J16_x,J16_y,J16_z,J17_x,J17_y,J17_z,J18_x,J18_y,J18_z,J19_x,J19_y,J19_z,J20_x,J20_y,J20_z,J21_x,J21_y,J21_z,J22_x,J22_y,J22_z,J23_x,J23_y,J23_z,J24_x,J24_y,J24_z
410,-0.005724,0.141789,1.039160,-0.018981,0.274529,1.026130,-0.093984,0.259530,0.542341,-0.146708,0.247013,0.064157,0.007268,0.008845,1.050210,-0.043545,0.003151,0.563080,-0.126061,-0.015692,0.089338,-0.095888,0.142346,1.296510,-0.088357,0.146780,1.549040,-0.031956,0.140643,1.669590,-0.072652,0.138256,1.777120,-0.102969,0.289964,1.478960,-0.007870,0.393571,1.222640,0.233777,0.475808,1.210730,-0.075537,-0.000746,1.488230,0.028290,-0.094313,1.231440,0.281023,-0.130181,1.243170,0.013499,0.273557,0.037069,0.087018,0.285990,0.028988,0.033368,-0.009252,0.048770,0.105763,-0.006163,0.029420,0.185315,0.563275,1.209750,0.316182,0.521088,1.176680,0.251200,-0.225257,1.251610,0.385122,-0.169980,1.162640
411,-0.005785,0.142074,1.039240,-0.019257,0.274795,1.026250,-0.093773,0.259678,0.542382,-0.146721,0.246977,0.064229,0.007423,0.009148,1.050250,-0.043216,0.003395,0.563108,-0.126025,-0.015719,0.089428,-0.095326,0.142530,1.296810,-0.088818,0.146874,1.549370,-0.032399,0.140900,1.669920,-0.073526,0.138467,1.777280,-0.103165,0.290376,1.479890,-0.003399,0.394856,1.225710,0.239899,0.472270,1.236260,-0.075639,-0.000780,1.488940,0.030795,-0.094475,1.233270,0.281924,-0.128221,1.266340,0.013456,0.273516,0.036960,0.086989,0.285951,0.029004,0.033382,-0.009257,0.048776,0.105773,-0.006164,0.029414,0.192957,0.560489,1.232530,0.325769,0.516898,1.211070,0.254606,-0.224093,1.274230,0.394561,-0.166009,1.197120
412,-0.005414,0.142238,1.039330,-0.018975,0.274953,1.026360,-0.093552,0.259781,0.542510,-0.146688,0.247021,0.064379,0.007882,0.009319,1.050310,-0.042854,0.003567,0.563180,-0.126007,-0.015702,0.089566,-0.094568,0.142977,1.297030,-0.088899,0.147019,1.549610,-0.032563,0.141242,1.670210,-0.074053,0.138690,1.777440,-0.102864,0.290874,1.480790,0.001819,0.395481,1.228650,0.244489,0.468269,1.261980,-0.075490,-0.000717,1.489440,0.034540,-0.093999,1.235140,0.282368,-0.124052,1.289700,0.013474,0.273519,0.036985,0.087004,0.285937,0.028975,0.033363,-0.009249,0.048771,0.105756,-0.006172,0.029414,0.198522,0.556969,1.257590,0.332327,0.512948,1.245010,0.252081,-0.219238,1.294420,0.398964,-0.164165,1.228850
413,-0.005039,0.142387,1.039380,-0.018605,0.275101,1.026420,-0.093250,0.259895,0.542578,-0.146672,0.247081,0.064480,0.008262,0.009468,1.050370,-0.042595,0.003699,0.563245,-0.125999,-0.015685,0.089680,-0.093439,0.143516,1.297340,-0.088881,0.147133,1.549950,-0.032419,0.141654,1.670510,-0.074257,0.139008,1.777600,-0.102504,0.291347,1.481810,0.006485,0.396637,1.231790,0.246710,0.463623,1.287490,-0.075152,-0.000652,1.489980,0.038112,-0.093193,1.236830,0.280663,-0.120615,1.312430,0.013486,0.273523,0.037004,0.087016,0.285919,0.028962,0.033355,-0.009245,0.048819,0.105736,-0.006170,0.029414,0.201469,0.552715,1.283500,0.335650,0.508368,1.278130,0.250977,-0.215977,1.317410,0.402120,-0.161048,1.262230
414,-0.004528,0.142665,1.039350,-0.018295,0.275365,1.026450,-0.092824,0.260075,0.542596,-0.146657,0.247107,0.064548,0.008966,0.009760,1.050270,-0.042255,0.003837,0.563188,-0.125979,-0.015666,0.089685,-0.091874,0.144018,1.297670,-0.088720,0.147439,1.550300,-0.032099,0.141990,1.670780,-0.074156,0.139396,1.777790,-0.101867,0.291851,1.482490,0.012684,0.397283,1.235030,0.249103,0.458030,1.310620,-0.074793,-0.000447,1.490620,0.041915,-0.092816,1.238980,0.277788,-0.117688,1.334080,0.013499,0.273546,0.037058,0.087020,0.285939,0.028931,0.033372,-0.009239,0.048810,0.105752,-0.006171,0.029402,0.203197,0.546815,1.307480,0.337920,0.503975,1.311290,0.249391,-0.213487,1.338100,0.403835,-0.156677,1.295370
415,-0.003961,0.142769,1.039280,-0.017500,0.275492,1.026380,-0.092370,0.260206,0.542578,-0.146666,0.247179,0.064584,0.009302,0.009841,1.050200,-0.041835,0.003914,0.563108,-0.125954,-0.015669,0.089677,-0.090551,0.144429,1.297850,-0.088452,0.147832,1.550500,-0.031716,0.142288,1.670920,-0.073857,0.139881,1.777890,-0.100959,0.292534,1.483180,0.019217,0.397832,1.238340,0.249726,0.452530,1.334110,-0.074527,-0.000146,1.491040,0.046852,-0.092434,1.241590,0.274998,-0.114653,1.354530,0.013493,0.273564,0.037062,0.087016,0.285934,0.028919,0.033392,-0.009248,0.048786,0.105780,-0.006189,0.029405,0.204865,0.541829,1.330480,0.338620,0.497535,1.342620,0.247247,-0.210726,1.354630,0.404745,-0.152160,1.328740
416,-0.003392,0.142920,1.039260,-0.016782,0.275655,1.026330,-0.091856,0.260357,0.542558,-0.146676,0.247265,0.064625,0.009720,0.009980,1.050210,-0.041652,0.004031,0.563146,-0.125969,-0.015605,0.089753,-0.089504,0.144913,1.297990,-0.087969,0.148196,1.550640,-0.030964,0.142885,1.670940,-0.073150,0.140511,1.777900,-0.099813,0.293248,1.483960,0.024762,0.398206,1.241180,0.248126,0.448787,1.354530,-0.073518,0.000222,1.491300,0.052176,-0.092148,1.244030,0.271057,-0.111470,1.374470,0.013491,0.273571,0.037069,0.087018,0.285908,0.028915,0.033367,-0.009225,0.048812,0.105755,-0.006189,0.029427,0.205838,0.539269,1.349560,0.336723,0.491222,1.373240,0.244502,-0.207879,1.374710,0.402736,-0.147777,1.358700
417,-0.002863,0.143044,1.039190,-0.016034,0.275801,1.026260,-0.091272,0.260500,0.542517,-0.146687,0.247313,0.064656,0.010028,0.010082,1.050150,-0.041127,0.004131,0.563059,-0.125941,-0.015644,0.089761,-0.088580,0.145516,1.298050,-0.087638,0.148690,1.550710,-0.030293,0.143498,1.670850,-0.072377,0.141230,1.777850,-0.098659,0.294004,1.484460,0.031586,0.398866,1.244630,0.246062,0.443020,1.376350,-0.073255,0.000570,1.491720,0.057305,-0.092562,1.247260,0.266882,-0.107874,1.392660,0.013484,0.273567,0.037075,0.087014,0.285883,0.028914,0.033391,-0.009278,0.048806,0.105755,-0.006234,0.029333,0.204146,0.533657,1.371050,0.333391,0.484865,1.401300,0.240318,-0.204280,1.392330,0.399351,-0.144356,1.387420
418,-0.002227,0.143096,1.039190,-0.014978,0.275885,1.026170,-0.090792,0.260582,0.542512,-0.146696,0.247368,0.064709,0.010244,0.010102,1.050240,-0.040860,0.004181,0.563142,-0.125930,-0.015645,0.089891,-0.087783,0.145940,1.298100,-0.087055,0.149169,1.550750,-0.029412,0.144023,1.670760,-0.071410,0.142068,1.777800,-0.097492,0.294785,1.485080,0.037901,0.399552,1.248070,0.242489,0.437837,1.396320,-0.072365,0.000878,1.492270,0.061925,-0.092882,1.250090,0.261573,-0.104424,1.409160,0.013477,0.273568,0.037093,0.087009,0.285862,0.028915,0.033375,-0.009273,0.048833,0.105743,-0.006238,0.029374,0.201167,0.528805,1.392160,0.329169,0.478529,1.425140,0.234681,-0.200740,1.409550,0.393936,-0.141362,1.413840
419,-0.001596,0.143185,1.039150,-0.014093,0.275995,1.026100,-0.090287,0.260678,0.542500,-0.146714,0.247406,0.064760,0.010622,0.010170,1.050230,-0.040562,0.004236,0.563149,-0.125889,-0.015653,0.089948,-0.086961,0.146592,1.298120,-0.086476,0.149700,1.550770,-0.028498,0.144541,1.670620,-0.070375,0.142973,1.777710,-0.096244,0.295589,1.485610,0.043635,0.400209,1.251160,0.237611,0.432000,1.414440,-0.072225,0.001087,1.493000,0.066196,-0.093448,1.253460,0.255877,-0.101594,1.424500,0.013459,0.273561,0.037097,0.086993,0.285835,0.028906,0.033404,-0.009269,0.048843,0.105771,-0.006232,0.029378,0.196142,0.522823,1.408830,0.321774,0.472626,1.450020,0.228895,-0.197885,1.424710,0.387584,-0.138469,1.438630
420,-0.000967,0.143189,1.039110,-0.013101,0.276023,1.025950,-0.089706,0.260773,0.542418,-0.146754,0.247490,0.064752,0.010885,0.010150,1.050290,-0.040066,0.004331,0.563181,-0.125854,-0.015595,0.090064,-0.086002,0.147307,1.298170,-0.085536,0.150225,1.550830,-0.027349,0.145145,1.670580,-0.069183,0.143871,1.777690,-0.094851,0.296377,1.486180,0.049178,0.400757,1.254160,0.232053,0.426294,1.430800,-0.071132,0.001519,1.493340,0.070690,-0.093895,1.256150,0.249673,-0.098514,1.438470,0.013436,0.273571,0.037118,0.086978,0.285816,0.028949,0.033419,-0.009258,0.048873,0.105782,-0.006246,0.029390,0.191620,0.517504,1.424020,0.313494,0.465574,1.473510,0.221780,-0.194544,1.438800,0.379975,-0.136284,1.460850
421,-0.000426,0.143310,1.039050,-0.012298,0.276163,1.025860,-0.089427,0.260896,0.542408,-0.146764,0.247585,0.064777,0.011163,0.010250,1.050270,-0.039931,0.004463,0.563174,-0.125857,-0.015518,0.090085,-0.085130,0.147842,1.298210,-0.084710,0.150658,1.550880,-0.026299,0.145802,1.670520,-0.068017,0.144822,1.777690,-0.093353,0.297095,1.486780,0.054276,0.401133,1.256870,0.225518,0.420682,1.445530,-0.070329,0.001876,1.493580,0.074568,-0.094329,1.258570,0.243111,-0.095798,1.450640,0.013435,0.273589,0.037125,0.086980,0.285803,0.028936,0.033413,-0.009245,0.048876,0.105790,-0.006272,0.029440,0.185315,0.511974,1.438480,0.304242,0.459076,1.493790,0.213848,-0.191420,1.450980,0.371287,-0.134913,1.481420
422,0.000162,0.143463,1.038960,-0.011517,0.276329,1.025730,-0.089025,0.261005,0.542337,-0.146788,0.247637,0.064759,0.011557,0.010390,1.050220,-0.039828,0.004526,0.563160,-0.125873,-0.015460,0.090092,-0.084129,0.148306,1.298250,-0.083669,0.150939,1.550920,-0.024972,0.146486,1.670440,-0.066639,0.145739,1.777620,-0.092063,0.297601,1.487310,0.058737,0.401515,1.259410,0.218398,0.415049,1.458470,-0.069453,0.002071,1.493800,0.078165,-0.094738,1.260740,0.235818,-0.092985,1.461840,0.013422,0.273593,0.037126,0.086971,0.285787,0.028944,0.033403,-0.009230,0.048898,0.105776,-0.006274,0.029447,0.178275,0.506318,1.450710,0.294078,0.452849,1.511790,0.204691,-0.188008,1.463210,0.361604,-0.133647,1.499670
423,0.000674,0.143640,1.038870,-0.010847,0.276519,1.025620,-0.088927,0.261101,0.542325,-0.146811,0.247656,0.064764,0.011906,0.010555,1.050150,-0.039754,0.004560,0.563112,-0.125875,-0.015433,0.090059,-0.083177,0.148751,1.298300,-0.082397,0.151248,1.550960,-0.023390,0.147256,1.670350,-0.065061,0.146581,1.777530,-0.090726,0.298062,1.487700,0.062756,0.401773,1.261500,0.210131,0.409746,1.470110,-0.068019,0.002516,1.493530,0.082070,-0.095627,1.262630,0.228157,-0.090621,1.472220,0.013406,0.273597,0.037153,0.086954,0.285783,0.028959,0.033406,-0.009228,0.048879,0.105793,-0.006291,0.029476,0.170310,0.501113,1.461960,0.283384,0.446767,1.527230,0.195308,-0.185054,1.474080,0.351796,-0.132786,1.515140
424,0.001224,0.143760,1.038760,-0.010161,0.276647,1.025480,-0.088657,0.261165,0.542260,-0.146842,0.247649,0.064737,0.012317,0.010666,1.050080,-0.039695,0.004561,0.563082,-0.125868,-0.015374,0.090036,-0.082155,0.149120,1.298340,-0.081276,0.151499,1.551010,-0.021956,0.147909,1.670250,-0.063534,0.147365,1.777470,-0.089348,0.298495,1.488130,0.066281,0.402013,1.263320,0.201950,0.403958,1.479860,-0.067059,0.002737,1.493620,0.084559,-0.096186,1.264040,0.220551,-0.089093,1.480270,0.013364,0.273604,0.037080,0.086922,0.285799,0.028983,0.033422,-0.009153,0.048895,0.105819,-0.006213,0.029528,0.161786,0.495082,1.470730,0.272008,0.440951,1.540880,0.187761,-0.183564,1.480710,0.342153,-0.131076,1.528820
425,0.001663,0.143937,1.038640,-0.009676,0.276827,1.025340,-0.088483,0.261261,0.542166,-0.146873,0.247669,0.064670,0.012708,0.010841,1.049970,-0.039856,0.004546,0.563034,-0.125925,-0.015308,0.089965,-0.081089,0.149388,1.298410,-0.079769,0.151829,1.551080,-0.020232,0.148413,1.670220,-0.061835,0.147998,1.777430,-0.087824,0.298796,1.488130,0.069873,0.401827,1.264540,0.193046,0.399063,1.488410,-0.065755,0.003076,1.493610,0.086445,-0.097049,1.264950,0.213305,-0.086651,1.486520,0.013359,0.273596,0.037138,0.086915,0.285776,0.029000,0.033388,-0.009149,0.048904,0.105791,-0.006234,0.029558,0.153390,0.490355,1.478760,0.260493,0.435171,1.552810,0.178588,-0.180398,1.484000,0.330426,-0.131541,1.542860
426,0.002150,0.144041,1.038470,-0.009065,0.276940,1.025150,-0.088457,0.261325,0.542081,-0.146903,0.247733,0.064593,0.013070,0.010936,1.049820,-0.039880,0.004528,0.562928,-0.125981,-0.015312,0.089864,-0.080188,0.149552,1.298380,-0.078192,0.151917,1.551040,-0.018564,0.148865,1.670140,-0.060133,0.148549,1.777360,-0.086423,0.298955,1.488280,0.072235,0.402324,1.265530,0.184275,0.393850,1.495030,-0.064623,0.003153,1.493490,0.087521,-0.097868,1.265180,0.204488,-0.084416,1.491980,0.013356,0.273600,0.037154,0.086918,0.285755,0.029042,0.033362,-0.009139,0.048922,0.105766,-0.006209,0.029581,0.144334,0.484915,1.484450,0.248564,0.429898,1.562620,0.168134,-0.177573,1.491550,0.319707,-0.129654,1.551850
427,0.002500,0.144189,1.038310,-0.008652,0.277092,1.024990,-0.088448,0.261391,0.541982,-0.146938,0.247751,0.064500,0.013355,0.011080,1.049670,-0.040063,0.004483,0.562836,-0.126051,-0.015322,0.089751,-0.079414,0.149709,1.298350,-0.076595,0.152016,1.551010,-0.016781,0.149287,1.670030,-0.058268,0.148965,1.777280,-0.084944,0.299024,1.488190,0.073984,0.402571,1.265710,0.174485,0.389445,1.500290,-0.062891,0.003324,1.493310,0.088417,-0.098919,1.264990,0.196591,-0.082216,1.495900,0.013338,0.273618,0.037166,0.086904,0.285774,0.029091,0.033322,-0.009175,0.048922,0.105784,-0.006285,0.029793,0.135090,0.480674,1.489090,0.236376,0.424781,1.570440,0.158594,-0.174707,1.494580,0.308382,-0.129065,1.560810
428,0.002927,0.144278,1.038140,-0.008142,0.277186,1.024800,-0.088491,0.261403,0.541888,-0.146973,0.247741,0.064406,0.013697,0.011163,1.049520,-0.040193,0.004419,0.562735,-0.126100,-0.015309,0.089632,-0.078706,0.149838,1.298270,-0.075131,0.152208,1.550910,-0.015152,0.149570,1.669850,-0.056405,0.149287,1.777200,-0.083635,0.299245,1.488190,0.075995,0.403094,1.266350,0.168368,0.382887,1.503750,-0.061244,0.003619,1.492990,0.088924,-0.099777,1.264440,0.188801,-0.079976,1.498810,0.013317,0.273610,0.037152,0.086891,0.285767,0.029150,0.033305,-0.009138,0.048928,0.105731,-0.006204,0.029673,0.127113,0.472714,1.488610,0.223946,0.420877,1.577700,0.150410,-0.172113,1.492750,0.295343,-0.129091,1.570520
429,0.003180,0.144397,1.037980,-0.007876,0.277307,1.024650,-0.088621,0.261418,0.541806,-0.147000,0.247710,0.064312,0.013934,0.011280,1.049350,-0.040451,0.004386,0.562624,-0.126217,-0.015245,0.089491,-0.078107,0.149828,1.298220,-0.073479,0.152443,1.550840,-0.013398,0.149681,1.669730,-0.054589,0.149560,1.777100,-0.082072,0.299416,1.487980,0.076742,0.403473,1.265660,0.158915,0.378407,1.506320,-0.059138,0.004044,1.492550,0.089205,-0.100531,1.263340,0.180501,-0.077804,1.500930,0.013293,0.273607,0.037105,0.086874,0.285779,0.029194,0.033232,-0.009163,0.048947,0.105707,-0.006287,0.029865,0.117397,0.467912,1.490040,0.211451,0.416606,1.582350,0.141636,-0.169619,1.493210,0.284003,-0.127950,1.576290
430,0.003493,0.144470,1.037880,-0.007519,0.277382,1.024530,-0.088724,0.261436,0.541766,-0.147028,0.247734,0.064263,0.014200,0.011351,1.049270,-0.040618,0.004314,0.562592,-0.126236,-0.015238,0.089429,-0.078330,0.150240,1.297940,-0.071346,0.152092,1.550520,-0.011518,0.149707,1.669540,-0.052684,0.149714,1.776920,-0.080326,0.299101,1.487800,0.077006,0.403574,1.264620,0.149829,0.374081,1.507770,-0.057462,0.003787,1.491880,0.089354,-0.101203,1.261880,0.171814,-0.075468,1.502370,0.013284,0.273606,0.037147,0.086867,0.285766,0.029229,0.033225,-0.009152,0.048935,0.105714,-0.006279,0.029908,0.107664,0.463014,1.490080,0.198988,0.412894,1.585730,0.131632,-0.166681,1.494280,0.272660,-0.126822,1.580460
431,0.004165,0.144476,1.037500,-0.006786,0.277390,1.024120,-0.088817,0.261429,0.541503,-0.147097,0.247790,0.063996,0.014810,0.011353,1.048910,-0.040783,0.004134,0.562325,-0.126347,-0.015271,0.089146,-0.076513,0.150583,1.297910,-0.068666,0.151748,1.550470,-0.009313,0.149665,1.669730,-0.050834,0.149875,1.776970,-0.078280,0.298672,1.487640,0.076678,0.403623,1.263030,0.140666,0.370193,1.508150,-0.055752,0.003664,1.491050,0.089146,-0.101944,1.260120,0.163838,-0.073270,1.502810,0.013262,0.273623,0.037122,0.086857,0.285765,0.029282,0.033176,-0.009152,0.048899,0.105680,-0.006254,0.029931,0.098092,0.458654,1.489130,0.186619,0.409446,1.587820,0.122974,-0.164064,1.493500,0.261048,-0.125435,1.584880
432,0.004506,0.144487,1.037370,-0.006478,0.277398,1.023990,-0.088863,0.261421,0.541432,-0.147121,0.247807,0.063922,0.015183,0.011367,1.048780,-0.041025,0.003979,0.562269,-0.126386,-0.015295,0.089048,-0.076177,0.150721,1.297780,-0.066660,0.151522,1.550280,-0.007442,0.149659,1.669610,-0.048980,0.149914,1.776850,-0.076406,0.298423,1.487420,0.076032,0.403388,1.261090,0.131286,0.366382,1.507820,-0.053816,0.003642,1.490340,0.088994,-0.102411,1.258310,0.155463,-0.071038,1.503050,0.013256,0.273625,0.037134,0.086856,0.285764,0.029345,0.033158,-0.009158,0.048890,0.105667,-0.006248,0.029944,0.088045,0.454162,1.487210,0.174512,0.406625,1.588520,0.113842,-0.161396,1.492890,0.249825,-0.124035,1.587860
433,0.004836,0.144481,1.037260,-0.006194,0.277388,1.023880,-0.088928,0.261387,0.541379,-0.147147,0.247801,0.063863,0.015557,0.011365,1.048670,-0.041273,0.003781,0.562235,-0.126403,-0.015357,0.088967,-0.075779,0.150985,1.297680,-0.064632,0.151311,1.550110,-0.005633,0.149679,1.669560,-0.047172,0.149958,1.776790,-0.074619,0.298118,1.487070,0.075280,0.403012,1.259030,0.122371,0.362914,1.506960,-0.051849,0.003678,1.489550,0.088764,-0.102657,1.256320,0.147644,-0.069118,1.502710,0.013240,0.273632,0.037151,0.086840,0.285776,0.029372,0.033150,-0.009167,0.048852,0.105668,-0.006235,0.029943,0.078676,0.450024,1.484540,0.162639,0.404147,1.588690,0.106103,-0.159336,1.491080,0.238790,-0.122435,1.590780
434,0.005272,0.144430,1.037050,-0.005726,0.277339,1.023660,-0.089096,0.261297,0.541268,-0.147169,0.247747,0.063733,0.015959,0.011312,1.048470,-0.041451,0.003616,0.562103,-0.126434,-0.015385,0.088803,-0.074786,0.150954,1.297640,-0.062238,0.150900,1.550010,-0.003590,0.149668,1.669630,-0.045298,0.149881,1.776800,-0.072729,0.297599,1.486800,0.074444,0.402589,1.257030,0.113781,0.359661,1.505840,-0.049892,0.003418,1.488990,0.089195,-0.102745,1.254770,0.138749,-0.067611,1.502980,0.013219,0.273631,0.037080,0.086829,0.285802,0.029436,0.033172,-0.009194,0.048901,0.105676,-0.006238,0.029942,0.070075,0.446179,1.481250,0.151163,0.401997,1.588360,0.099149,-0.158566,1.490370,0.229984,-0.119635,1.591720
435,0.005629,0.144340,1.036890,-0.005363,0.277246,1.023470,-0.089331,0.261207,0.541185,-0.147203,0.247736,0.063623,0.016308,0.011224,1.048350,-0.041625,0.003427,0.562043,-0.126464,-0.015434,0.088712,-0.074062,0.151144,1.297590,-0.060150,0.150773,1.549880,-0.001604,0.149799,1.669560,-0.043528,0.149841,1.776650,-0.071379,0.297308,1.486420,0.073599,0.402190,1.255210,0.105534,0.357013,1.504690,-0.047824,0.003520,1.488310,0.089932,-0.102645,1.253310,0.130300,-0.064805,1.502780,0.013211,0.273617,0.037122,0.086818,0.285782,0.029444,0.033160,-0.009193,0.048889,0.105675,-0.006215,0.029978,0.062062,0.443059,1.478110,0.139957,0.400160,1.588070,0.090180,-0.155287,1.488520,0.219333,-0.118466,1.592780
436,0.005953,0.144180,1.036740,-0.004943,0.277091,1.023280,-0.089546,0.261073,0.541107,-0.147227,0.247704,0.063520,0.016536,0.011060,1.048240,-0.041777,0.003264,0.561979,-0.126558,-0.015460,0.088632,-0.073620,0.150935,1.297480,-0.058066,0.150818,1.549680,0.000293,0.149849,1.669450,-0.041756,0.149718,1.776480,-0.070051,0.297207,1.486010,0.073625,0.401926,1.253920,0.097943,0.354500,1.503840,-0.045910,0.003632,1.487910,0.090969,-0.102550,1.252400,0.122561,-0.062720,1.502830,0.013186,0.273624,0.037053,0.086802,0.285808,0.029488,0.033090,-0.009228,0.048904,0.105553,-0.006212,0.029799,0.054706,0.439933,1.474990,0.129345,0.398752,1.587830,0.082320,-0.153047,1.487940,0.209613,-0.116625,1.594600
437,0.006258,0.144025,1.036630,-0.004680,0.276931,1.023170,-0.089647,0.260954,0.541056,-0.147232,0.247670,0.063454,0.016881,0.010908,1.048130,-0.041867,0.003092,0.561923,-0.126589,-0.015435,0.088557,-0.072901,0.150793,1.297490,-0.056245,0.151028,1.549620,0.002181,0.150093,1.669360,-0.040020,0.149580,1.776330,-0.068838,0.297323,1.485860,0.073987,0.401825,1.253150,0.090707,0.352500,1.503320,-0.043913,0.003922,1.487700,0.092727,-0.102501,1.252160,0.115967,-0.060830,1.503200,0.013195,0.273612,0.037096,0.086806,0.285802,0.029485,0.033074,-0.009230,0.048884,0.105540,-0.006223,0.029788,0.048154,0.437553,1.472410,0.119493,0.397602,1.587800,0.075346,-0.150905,1.487820,0.199856,-0.114814,1.597830
438,0.006577,0.143807,1.036530,-0.004379,0.276713,1.023080,-0.089711,0.260815,0.541031,-0.147235,0.247604,0.063420,0.017217,0.010691,1.048010,-0.041892,0.002941,0.561853,-0.126674,-0.015402,0.088491,-0.072136,0.150558,1.297530,-0.054707,0.151007,1.549600,0.003672,0.150236,1.669360,-0.038535,0.149478,1.776340,-0.067872,0.297226,1.485790,0.074565,0.401894,1.252910,0.084326,0.350979,1.503130,-0.042354,0.003932,1.487620,0.094977,-0.102480,1.252470,0.110081,-0.058811,1.503790,0.013179,0.273600,0.037030,0.086790,0.285814,0.029466,0.032995,-0.009212,0.048841,0.105478,-0.006220,0.029805,0.042712,0.435718,1.470150,0.110298,0.396813,1.588130,0.069765,-0.148753,1.486910,0.190816,-0.113227,1.600890
439,0.006802,0.143634,1.036390,-0.004266,0.276533,1.022960,-0.089495,0.260707,0.540893,-0.147238,0.247598,0.063305,0.017552,0.010524,1.047860,-0.041882,0.002772,0.561734,-0.126639,-0.015428,0.088362,-0.070012,0.149725,1.297970,-0.053906,0.150938,1.550130,0.005134,0.150142,1.669570,-0.037045,0.149364,1.776550,-0.066875,0.297083,1.486110,0.075229,0.402105,1.253180,0.078970,0.350063,1.503330,-0.040895,0.004066,1.487800,0.097877,-0.102564,1.253600,0.103666,-0.056636,1.504900,0.013190,0.273606,0.037016,0.086802,0.285823,0.029468,0.033061,-0.009223,0.048837,0.105538,-0.006211,0.029786,0.039043,0.434770,1.468250,0.102187,0.396419,1.588840,0.063501,-0.146507,1.487300,0.183146,-0.111348,1.602860
440,0.007010,0.143452,1.036450,-0.004248,0.276340,1.023070,-0.089499,0.260617,0.540998,-0.147216,0.247588,0.063406,0.017948,0.010355,1.047870,-0.041971,0.002587,0.561810,-0.126608,-0.015423,0.088409,-0.069765,0.150172,1.298030,-0.053156,0.150380,1.550160,0.006008,0.149996,1.669530,-0.035916,0.149244,1.776620,-0.065861,0.296518,1.486060,0.076585,0.402503,1.253780,0.074900,0.350100,1.503880,-0.040140,0.003422,1.488030,0.101105,-0.102927,1.255180,0.099554,-0.054943,1.506170,0.013206,0.273594,0.037080,0.086809,0.285808,0.029440,0.033081,-0.009230,0.048837,0.105554,-0.006225,0.029769,0.036326,0.434818,1.467340,0.095271,0.396546,1.590070,0.060107,-0.144784,1.486860,0.175778,-0.109974,1.606510
